,title,guid,specialization,city,companyName,totalCompensation,totalCompensationNumber,totalCompensationDetails,baseSalary,baseSalaryNumber,oldYearForData,otherContext
2338,Director consulting services,m1l2xj4k1kvftta0oitq,,Amstelveen,🔒 International IT consulting,"€80,000",80000,"€80K salary, €15K benefits","€6,667/month",80000,2022,
2339,🔒 Senior-level position within data science,w8l2xi3vxqwn4xufcsybr,,Hybrid option,Accenture,"€46,300",46300,"€45K salary, €2K bonus","€3,708/month",44500,2022,
2340,🔒 Senior-level position within other,cfl2x39d63a1nzl6j19nt,,Flexible days,ASML,"€85,000",85000,"€68K salary, €17K bonus, €5K relocation","€5,667/month",68000,2021,
2341,It manager,7pl2x5eud0iubbes9uxv,,Schiphol (flexible days),🔒 Airline,"€88,000",88000,"€84K salary, €4K bonus","€7,000/month",84000,2021,
2342,🔒 Mid-level position within software engineering,kql2sqzcc3mixk4mjdcm,,Amsterdam (hybrid option),Adidas,"€75,000",75000,"€68K salary, €7K bonus","€5,667/month",68000,2022,
2343,Senior clinical scientist,q3l2waldzqa12vtoqumy4,,,🔒 Dutch multinational company,"€125,000",125000,€125K salary,"€10,417/month",125000,2021,
2344,Head of Design,0cl2w6m7kyz7ipvbximz,,Flexible days,🔒 Marketing Company,"€57,000",57000,€57K salary,"€4,750/month",57000,2022,
2345,Manager business intelligence,5kl2w3ntgx85yjzobe08k,,Flexible days,🔒 Large retail company,"€69,500",69500,€70K salary,"€5,800/month",69500,2022,
2346,Software engineer ,shl2w62xqcruwoh5l7kqp,,Flexible days,🔒 Mediumsize it Company ,"€28,500",28500,€29K salary,"€2,376/month",28500,2022,
2347,Customer Succes Manager,vsl2w5sxc2gqqez5pnqnm,,Zuid Holland,🔒 Big IT cloud company ,"€51,000",51000,"€48K salary, €3K bonus","€4,023/month",48300,2022,
2348,Applicatiebeheerder,37l2w3y88jiwnhdso3fod,,,Dutch Government,"€45,600",45600,€46K salary,"€3,800/month",45600,2022,
2349,Consultant ,qcl2w2c9j3lvjvflopq7,,Amsterdam (hybrid option),🔒 Large tech company,"€66,000",66000,"€60K salary, €6K bonus, €8K benefits","€5,000/month",60000,2014,
2350,Mobile Development Engineer II,60l2virrizt001n6e8lnh,,Hybrid option,Beat,"€86,000",86000,"€82K salary, €4K bonus","€6,833/month",82000,2022,
2351,Competent dev engineer,rkl2uuyl0yb3cq8em31th,,amsterdam (flexible days),ING,"€83,000",83000,€83K salary,"€6,917/month",83000,2022,
2352,Enterprise Architect,4xl2uasx3ugy3b5ggezqp,,Flexible days,🔒 Transport company,"€95,000",95000,"€85K salary, €10K bonus","€7,083/month",85000,2022,
2353,software engineer,yul2ufn05rr286rn7q9xn,,Flexible days,Wolters Kluwer,"€52,000",52000,"€48K salary, €4K bonus","€4,000/month",48000,2022,
2354,Senior Cyber Security Consultant,jkl2uar3o5tjj7nkh115,,Hybrid option,Capgemini,"€60,000",60000,"€58K salary, €2K bonus, €11K benefits","€4,860/month",58500,2022,
2355,Senior engineering manager ,u7l2tfqca6k8r69tceyii,,Remote within country,Salesforce,"€223,000",223000,"€160K salary, €20K bonus, €43K equity/year","€13,333/month",160000,2022,
2356,Information manager,91l2tecfnpjr34ihm8rja,,Arnhem (hybrid option),🔒 Real estate company ,"€37,800",37800,"€38K salary, €0K benefits","€3,150/month",37800,2021,
2357,Senior Support Engineer,x4l2t17f5ra2saz7go3z7,,Amsterdam (hybrid option),Atlassian,"€96,500",96500,"€72K salary, €11K bonus, €14K equity/year","€6,000/month",72000,2022,
2358,Product Manager,mvl2t7v0xgb9eerzwt8ms,,Flexible days,🔒 Local startup,"€58,500",58500,"€58K salary, €3K benefits","€4,860/month",58500,2022,
2359,Senior Security Engineer,6gl2swskb2tbji0y0383q,,Hybrid option,Miro,"€138,000",138000,"€130K salary, €8K sign-on, €4K benefits, €10K relocation","€10,833/month",130000,2022,
2360,Senior applicatiebeheerder ,s3l2sl01rwuc5gizlxnj,,,Dutch Government,"€44,300",44300,"€41K salary, €3K bonus","€3,417/month",41000,2022,
2361,Analyst,9fl2rpezc91a0j8xp3hxe,,Amsterdam (hybrid option),Deloitte,"€41,800",41800,"€39K salary, €3K bonus, €2K benefits","€3,240/month",38900,2022,
2362,Chapter lead,6kl2q2fc0gtqd88pi3zs,,,ING,"€98,000",98000,€98K salary,"€8,167/month",98000,2021,
2363,Lead Software Engineer,05l2q43kuzuxk36oukg5m,,Amsterdam (hybrid option),Salesforce,"€140,000",140000,"€111K salary, €17K bonus, €13K equity/year, €15K benefits","€9,250/month",111000,2022,
2364,Senior Software Engineer,k1l2qa6ty2uof9wvwqcoq,,Hybrid option,Irdeto,"€106,000",106000,"€92K salary, €11K bonus, €3K equity/year, €9K benefits, €20K relocation","€7,667/month",92000,2021,
2365,🔒 Senior-level position within software engineering,e7l2qiyg9r5mcmv756tni,,Schiphol-Rijk (hybrid option),Schuberg Philis,"€95,500",95500,"€83K salary, €12K bonus, €9K benefits","€6,917/month",83000,2022,
2366,🔒 Senior-level position within engineering management,3el2p50qobhfm0cd5v9mh,,Amsterdam (remote from anywhere),MessageBird,"€86,000",86000,€86K salary,"€7,167/month",86000,2022,
2367,Senior Software Engineer,zql2mdncgg8e2120gprsb,,Amsterdam (hybrid option),NewMotion,"€81,500",81500,"€79K salary, €2K bonus","€6,583/month",79000,2022,
2368,Software Engineer,qal2osjtgigvwf38sucx,,Amsterdam (hybrid option),DAZN ,"€79,000",79000,"€72K salary, €7K bonus, €3K benefits, €2K relocation","€6,000/month",72000,2022,
2369,Product engineer(front end),6xl2ojx3aglknvst4o8l,,The Hague (hybrid option),🔒 Professional software provider,"€65,000",65000,"€65K salary, €5K relocation","€5,417/month",65000,2022,
2370,Senior Network Engineer,5ul2mbahxax077dpg7dh,,Diemen (hybrid option),T-Mobile,"€71,500",71500,"€65K salary, €7K bonus","€5,417/month",65000,2020,
2371,🔒 Entry-level position within software engineering,col2lxwzf2z19ip5x4nx,,,Databricks,"€125,000",125000,"€73K salary, €7K bonus, €5K sign-on, €39K equity/year, €5K relocation","€6,120/month",73500,2022,
2372,Data engineer ,xol19mqf7szqo5v9qu2ls,,,🔒 Agrotech industry,"€54,000",54000,€54K salary,"€4,500/month",54000,2022,
2373,Technical Lead,70l0kyjcsg6wviozv2r24,,Amsterdam (hybrid option),🔒 Local scale-up,"€126,000",126000,"€90K salary, €36K bonus","€7,500/month",90000,2022,
2374,Lead Software Engineer,cal297eg7fnb4slmkr4ff,,Amsterdam (hybrid option),🔒 Dutch healthtech start-up,"€52,000",52000,€52K salary,"€4,320/month",52000,2021,
2375,Senior Software Engineer,gll2idp5xf19jftcuwjda,,Utrecht,Bol.com,"€85,000",85000,"€78K salary, €7K bonus, €4K relocation","€6,480/month",78000,2022,
2376,🔒 Senior-level position within engineering management,7yl2ma7z7tpkiduyu06yq,,Amsterdam,TomTom,"€91,500",91500,"€89K salary, €2K bonus","€7,438/month",89500,2022,
2377,Team Lead,13l2mbdwsqj7muyw46lf,,Amsterdam (remote from anywhere),MessageBird,"€75,000",75000,€75K salary,"€6,250/month",75000,2021,
2378,Tech Sourcer,4ul2mz90ngpsptllzh17k,,Amsterdam,Miro,"€52,000",52000,€52K salary,"€4,333/month",52000,2022,
2379,Software Engineer,i3l2n46jf3m4if012r3kq,,Amsterdam,Adyen,"€67,500",67500,"€60K salary, €8K equity/year","€5,000/month",60000,2022,
2380,Dev Engineer,tql2n61sgrkdejfmk3ew,,Amsterdam (flexible days),ING,"€77,000",77000,€77K salary,"€6,433/month",77000,2022,
2381,Senior Software Engineer,64l27rd587jmh0xu6jm18,,Eindhoven,🔒 Media data analytics provider,"€90,000",90000,€90K salary,"€7,500/month",90000,2022,
2382,Senior Solution Engineer,0kkzmukobyv1mgij990gi,,Remote from anywhere,🔒 Digital Experience tools provider,"€207,000",207000,"€147K salary, €60K bonus, €13K benefits","€12,250/month",147000,2022,
2383,Lead developer,jgl1xv6pqot41xobwe1wl,,Veenendaal (flexible days),🔒 Logistics industry,"€47,800",47800,€48K salary,"€3,986/month",47800,2022,
2384,MTS 1,k5l262inv11hc2tw6jtpk,,Amsterdam,eBay,"€112,000",112000,"€94K salary, €9K bonus, €9K equity/year, €3K relocation","€7,833/month",94000,2022,
2385,Managed Services Engineer,mul2ale9bye76x9qrma2,,Hybrid option,Optimizely,"€70,000",70000,€70K salary,"€5,850/month",70000,2022,
2386,Support Engineer,s8l2eu5h1x7exmtgolptu,,,🔒 Digital survival company,"€30,300",30300,"€28K salary, €3K bonus","€2,300/month",27600,,
2387,Data scientist,v9l2kuxis2h44s1acwet6,,Flexible days,ING,"€92,000",92000,€92K salary,"€7,667/month",92000,2022,
2388,🔒 Mid-level position within software engineering,ztl2ht4zwc77ca16ikaq2,,Eindhove,TomTom,"€62,500",62500,€63K salary,"€5,225/month",62500,2022,
2389,Junior Software Engineer,owl2i1mxezdi5i3jm0ypi,,Amsterdam (hybrid option),🔒 US-based cloud storage provider,"€76,500",76500,"€57K salary, €20K equity/year, €4K benefits","€4,750/month",57000,2022,
2390,Backend developer,yvl2hefu0wbz4nwgovi8,,Rotterdam (flexible days),Bunq,"€81,500",81500,"€78K salary, €4K bonus, €2K benefits","€6,480/month",78000,2022,
2391,Cloud Developer,jll1gse6ftuyyd0tkp9zm,,Utrecht (flexible days),🔒 Cloud consulting,"€67,500",67500,"€64K salary, €4K bonus, €10K benefits","€5,300/month",63500,2022,
2392,Software Engineer Intern,jcl1uztai699kjbf225r,,Amsterdam (hybrid option),🔒 Payments platform startup,"€6,000",6000,€6K salary,€500/month,6000,2022,
2393,Azure Security Engineer,p4l1v6b27epojze7wezfe,,Remote (remote within country),Atida,"€65,000",65000,€65K salary,"€5,417/month",65000,2022,
2394,Principal Java Engineer,hil2it8xpmf9b8my2n43e,,Veghel (flexible days),Jumbo,"€77,000",77000,"€76K salary, €1K bonus, €5K relocation","€6,300/month",75500,2022,
2395,Senior Software Engineer,psl2kv3ym1mn6sz74xg2n,,Utrecht (flexible days),🔒 Small/mid sized SaaS,"€65,500",65500,"€65K salary, €1K bonus, €2K benefits","€5,400/month",65000,2022,
2396,Senior Software Engineer,k8l2ljcxulfaeql804di,,,🔒 Security SaaS provider,"€115,000",115000,€115K salary,"€9,583/month",115000,2022,
2397,Senior Software Engineer,gel2jkd3av1vfkq1b3xuk,,Amsterdam (flexible days),🔒 Pension provider,"€87,000",87000,"€81K salary, €6K bonus, €8K benefits","€6,730/month",81000,2022,
2398,Senior Frontend Engineer,rjl2llrn9s4fhx3omi8fe,,Amsterdam (hybrid option),Catawiki,"€83,000",83000,€83K salary,"€6,917/month",83000,2022,
2399,Mid-level Software Engineer,jhl2hdokw3a6150ei1g,,Amsterdam (flexible days),Dott,"€75,000",75000,"€75K salary, €2K benefits, €2K relocation","€6,250/month",75000,2022,
2400,Senior Software Engineer,1rl2a9694tr4wag5v08a,,Amsterdam,Lightspeed,"€73,500",73500,€74K salary,"€6,125/month",73500,2022,
2401,🔒 Senior-level position within software engineering,z8l2fz67l42hed1rwli2x,,Amsterdam (hybrid option),Mobiquity,"€68,000",68000,"€68K salary, €3K relocation","€5,667/month",68000,2022,
2402,Senior Software Engineer,v9l2hi9suoqvx8m37mq7,,Remote from anywhere,🔒 Domain registrar &amp; web hosting company,"€163,000",163000,"€120K salary, €18K bonus, €25K equity/year","€10,000/month",120000,2022,
2403,Software Developer Engineer,28l2eqd0d2huczqjnzwth,,Amsterdam (flexible days),Amazon,"€90,500",90500,"€60K salary, €21K sign-on, €9K equity/year, $8K relocation","€5,040/month",60500,2022,
2404,🔒 Senior-level position within software engineering,55l2g4ukh09ae2frhk28g,,Amsterdam,Adyen,"€103,000",103000,"€100K salary, €3K equity/year","€8,333/month",100000,2022,
2405,Product Owner Platform Services,3vl2hgt87kn8c0szw5nz,,Amsterdam (hybrid option),Royal Schiphol Group,"€77,000",77000,"€71K salary, €6K bonus","€5,940/month",71500,2022,
2406,Software Engineer IV,w1l2a9yk1rgeqsl9mrfge,,Netherlands (flexible days),Elsevier,"€85,000",85000,"€85K salary, €1K benefits","€7,083/month",85000,2022,
2407,Senior Product Manager,p6l2afu2a02jqqg0l0mk9,,Amsterdam (hybrid option),DAZN,"€94,000",94000,"€79K salary, €16K bonus","€6,545/month",78500,2022,
2408,Sales Engineer,0hl2b23596pyt2mm28gfj,,,Datadog,"€82,500",82500,"€75K salary, €8K bonus","€6,250/month",75000,2022,
2409,Software Engineer,45l2g2gt1a4n4250eluvc,,Amsterdam (hybrid option),Mollie,"€82,500",82500,"€75K salary, €8K bonus, €5K benefits","€6,250/month",75000,2022,
2410,Backend developer,4pl2agp6narcn5ap5jnkc,,Amsterdam (flexible days),Bunq,"€78,000",78000,"€78K salary, €3K benefits","€6,480/month",78000,2022,
2411,Engineer,dsl2eqn4mnrlcw1v2fpl,,Amsterdam (flexible days),Bunq,"€97,500",97500,"€78K salary, €4K bonus, €16K equity/year","€6,500/month",78000,2022,
2412,Senior Software Engineer,tpl2gqjet7eeuou8vizd6,,Hybrid option,PVH,"€76,500",76500,"€76K salary, €1K bonus","€6,300/month",75500,2022,
2413,Frontend Lead,w9l2agfjafperar05m1n,,Amsterdam (flexible days),Bunq,"€102,000",102000,"€97K salary, €5K bonus","€8,083/month",97000,2022,
2414,Team Lead (engineering),xvl2afsusbj3mdil1zgne,,Amsterdam (flexible days),🔒 Dutch bank startup,"€131,000",131000,"€105K salary, €26K equity/year, €3K benefits","€8,750/month",105000,2022,
2415,Team Lead (engineering),mll2aftaxi9sjsvuja4d4,,Amsterdam (flexible days),Bunq,"€123,000",123000,"€97K salary, €26K equity/year, €3K benefits","€8,100/month",97000,2022,
2416,IT Security Specialist,v7l27yz31sh41mnxm5i5a,,the Hague,🔒 Public sector,"€66,000",66000,"€66K salary, €2K relocation","€5,500/month",66000,2022,
2417,🔒 Senior-level position within software engineering,9gl28a1f94aiws06z59bi,,Amsterdam,Spotify,"€134,000",134000,"€117K salary, €17K equity/year","€9,720/month",117000,2022,
2418,Senior Software Engineer,71l27besf18iwobr6mb6p,,Amsterdam,Miro,"€100,000",100000,"€95K salary, €5K sign-on, €7K relocation","€7,917/month",95000,2022,
2419,🔒 Mid-level position within software engineering,gll22y1j2xucdjdqbq7l,,Remote from anywhere,🔒 Freelance,"€67,000",67000,"€66K salary, €1K bonus","€5,472/month (€36/hour)",65500,2022,Freelance
2420,Senior Software Developer,0bl26fza5k4lk304fi7d4,,Rotterdam (flexible days),🔒 Shipping industry,"€90,500",90500,€91K salary,"€7,560/month",90500,2021,
2421,Backend Software Engineer,92l1xmvs7wk1ib685ryki,,Amsterdam,Amsterdam Platform Creation,"€75,000",75000,"€75K salary, €5K relocation","€6,250/month",75000,2022,
2422,Software Developer II,lfl2690khfnt795cutcg,,Amsterdam (hybrid option),Lightspeed Commerce,"€61,500",61500,"€62K salary, €1K benefits","€5,138/month",61500,2022,
2423,Software Engineer,65l1xcchi6cgp9r6h4if,,Amsterdam (hybrid option),Lightspeed Commerce,"€93,000",93000,"€87K salary, €6K equity/year, €2K benefits","€7,236/month",87000,2022,
2424,Senior Software Engineer,5wl2682lg4smi8wptd0hk,,Amsterdam (hybrid option),Lightspeed Commerce,"€91,500",91500,"€86K salary, €5K equity/year, €3K benefits","€7,167/month",86000,2022,
2425,Software Developer 2,vql2672lj75bk26b6fxmm,,Amsterdam (hybrid option),Lightspeed Commerce,"€86,000",86000,"€76K salary, €10K equity/year, €2K relocation","€6,300/month",75500,2021,
2426,Medior Software Engineer,12l2694s1jzrd0xb4bm8m,,Amsterdam (hybrid option),Lightspeed Commerce,"€64,500",64500,"€59K salary, €5K equity/year, €0K benefits","€4,950/month",59500,2022,
2427,Product manager,ryl21xqoltsg01ls1tnx,,Haarlem (flexible days),🔒 Mobil app development company,"€73,000",73000,"€64K salary, €10K bonus, €3K relocation","€5,300/month",63500,2022,
2428,Technical Support Engineer,lxl1qiv328yyqscf1fa4,,Leiden (hybrid option),🔒 IT Monitoring company (SAAS),"€47,300",47300,"€44K salary, €4K bonus","€3,650/month",43800,2022,
2429,Backend engineer,cgl259m2qy25mj3jenxp8,,Amsterdam (flexible days),Bestseller,"€61,000",61000,€61K salary,"€5,083/month",61000,2022,
2430,Visual Designer,ral21z1i4lmqozz0rkju,,Amsterdam (hybrid option),ABN AMRO,"€128,000",128000,€128K salary,"€10,640/month (€70/hour)",128000,2022,Freelance
2431,Software Engineering Manager,wpl1w3gh6sic99tm8sy2,,,Nationale Nederlanden,"€108,000",108000,€108K salary,"€9,000/month",108000,2022,
2432,Software Engineer,fgl1wcax4oc1fj7odpe25,,,Uber,"€150,000",150000,€150K salary,"€12,500/month",150000,,
2433,Senior software developer,mkl20dmnuomw2zmk52s7f,,,DAZN,"€85,000",85000,€85K salary,"€7,083/month",85000,,
2434,🔒 Above senior-level position within software engineering,58l20dnfdb5xn9ryw3jqi,,Amsterdam,ING,"€98,000",98000,€98K salary,"€8,167/month",98000,2022,
2435,Technical Support Engineer,vql20gea1d1oh925bwlnj,,Amsterdam (hybrid option),Zoom,"€79,500",79500,"€56K salary, €4K bonus, €19K equity/year, €4K benefits","€4,667/month",56000,2021,
2436,Technical Support Engineer,cyl20gh3vijpf2nqzfa6p,,Amsterdam (hybrid option),SentinelOne,"€85,500",85500,"€64K salary, €6K bonus, €16K equity/year","€5,292/month",63500,2021,
2437,Senior software engineer,75l210prltimourmfph,,Enschede (hybrid option),Just Eat Takeaway.com,"€58,500",58500,"€55K salary, €4K bonus","€4,550/month",54500,2022,
2438,Senior Software Engineer,02l221anqjvztfjxx5hw,,Amsterdam (hybrid option),🔒 US-based social network,"€215,000",215000,"€135K salary, €15K sign-on, €65K equity/year, €20K benefits","€11,250/month",135000,2022,
2439,Senior Software Engineer,2cl25ofslbv44spj1w35,,Eindhoven (flexible days),ASML,"€92,500",92500,"€77K salary, €15K bonus, €4K benefits","€6,416/month",77000,2022,
2440,Senior Software Engineer,iyl1qwr1wv1ggp92m9hwd,,Remote from anywhere,DigitalOcean,"€157,000",157000,"€143K salary, €14K bonus, €2K benefits","€11,875/month",143000,2020,
2441,🔒 Senior-level position within software engineering,hhl1v42r26vqdt9d5ydxn,,Amsterdam (flexible days),Just Eat Takeaway.com,"€68,000",68000,"€68K salary, €0K bonus, €1K benefits, €3K relocation","€5,667/month",68000,2022,
2442,Research Engineer,uhl1t958gywv6j0kx59n,,Amsterdam (flexible days),Qualcomm,"€121,000",121000,"€83K salary, €10K bonus, €20K sign-on, €8K equity/year","€6,917/month",83000,2022,
2443,🔒 Mid-level position within software engineering,kgl1v25ao7v01lzvtn63,,Amsterdam (hybrid option),Werkspot,"€66,000",66000,"€66K salary, €2K relocation","€5,508/month",66000,2022,
2444,Senior Software Engineer,sjl1uwp4c6emv0sid8rr8,,Amsterdam,Pegasystems,"€114,000",114000,"€95K salary, €15K bonus, €4K equity/year","€7,917/month",95000,2022,
2445,Data engineer,hml1x3hfvhicifss5eihn,,,Adyen,"€77,000",77000,"€72K salary, €5K equity/year","€6,000/month",72000,2022,
