,Company,Level,Years of Experience,City,Total Compensation,Salary,netherlands
634,ING,Software Engineer 2,3  yrs,"Amsterdam, NH, Netherlands ","4,3 χιλ. | N/A | 362,5",4.3,netherlands
635,ABN AMRO,L3,3  yrs,"Amsterdam, NH, Netherlands ","6,5 χιλ. | N/A | N/A",6.5,netherlands
636,Tu/e,-,4  yrs,"Eindhoven, NB, Netherlands ",4 χιλ. | N/A | N/A,4,netherlands
637,PGGM,Junior,5  yrs,"Zeist, UT, Netherlands ","4,8 χιλ. | N/A | N/A",4.8,netherlands
638,ServiceNow,IC3,12  yrs,"Amsterdam, NH, Netherlands ","7,5 χιλ. | 5,3 χιλ. | 829,2",7.5,netherlands
639,Booking.com,G,11  yrs,"Amsterdam, NH, Netherlands ","10 χιλ. | 3,3 χιλ. | 2 χιλ.",10,netherlands
640,HSO,Engineer,5  yrs,"Amsterdam, NH, Netherlands ","5,7 χιλ. | N/A | 833,3",5.7,netherlands
641,Booking.com,G,14  yrs,"Amsterdam, NH, Netherlands ","9,7 χιλ. | 3,3 χιλ. | 2,1 χιλ.",9.7,netherlands
642,Lunatech,Junior,0  yrs,"Rotterdam, ZH, Netherlands ","3,7 χιλ. | N/A | N/A",3.7,netherlands
643,Picnic,L3,5  yrs,"Amsterdam, NH, Netherlands ","5,9 χιλ. | N/A | N/A",5.9,netherlands
644,TomTom,Staff Software Engineer I,12  yrs,"Amsterdam, NH, Netherlands ","11,7 χιλ. | N/A | 1,1 χιλ.",11.7,netherlands
645,ABN AMRO,11,20  yrs,"Amsterdam, NH, Netherlands ","10,8 χιλ. | N/A | N/A",10.8,netherlands
646,TMNL,L5,15  yrs,"Amsterdam, NH, Netherlands ","11,7 χιλ. | N/A | N/A",11.7,netherlands
647,YoungCapital,Mid Level,4  yrs,"Hoofddorp, NH, Netherlands ","3,6 χιλ. | N/A | N/A",3.6,netherlands
